Question Report,,,,,
1402,why is the rollout plan not part of the project management plan?,Angelica Macedon-Tisdale,'-,why is the rollout plan not part of the project management plan?,Angelica Macedon-Tisdale
1402,why is the rollout plan not part of the project management plan?,Angelica Macedon-Tisdale,'-,live answered,Orlando Sequera
1403,"Thank you, Eian.",Kousic Kanneganti,'-,You're welcome!,Eian Clair
1404,My agency's learning platform is not integrated with Percipio so how do I access the,DeShelia Hall,'-,,
1405,"PMP7ED : Project Management Professional (PMP), Seventh Edition | Practice Test",DeShelia Hall,'-,You can't access it if you are not on Percipio.,Carl Mullin
1406,Thank you,Olga Prybelska,'-,You're welcome!,Eian Clair
1407,A change management plan (incl the rollout) is not part of a larger project mgmt plan?,Heather Burnett,'-,A change management plan (incl the rollout) is not part of a larger project mgmt plan?,Heather Burnett
1407,A change management plan (incl the rollout) is not part of a larger project mgmt plan?,Heather Burnett,'-,It is included. Please see the PMBOK Guide 6th Edition chapter 4.2,Carl Mullin
1408,How would handle negative action about change,Jeffrey Pace,'-,How would handle negative action about change,Jeffrey Pace
1408,How would handle negative action about change,Jeffrey Pace,'-,live answered,Orlando Sequera
1409,How are we supposed to follow you in the presentation?,Derrick Mitchell,'-,How are we supposed to follow you in the presentation?,Derrick Mitchell
1409,How are we supposed to follow you in the presentation?,Derrick Mitchell,'-,"The Bootcamp resources have been uploaded to the Bootcamp Channel in Percipio. Please visit the Bootcamp Channel in Percipio and select the Resources drop-down to locate the course files. 
 
To locate the Bootcamp resources in Percipio, please follow these steps:
1. Log into Percipio
2. Select Library > Showcase > Skillsoft Bootcamps > Project Management Bootcamps
3. Select the Project Management Professional (PMP) ATP Bootcamp: 5 Day Cohort channel
4. On the Channel page, select 'Resources'
 
You may also download the course resources online at GitHub using the below URL. Once on the GitHub page, download the course files by selecting the ‘Code’ button and then ‘Download ZIP’. 
https://github.com/Skillsoft-Content/PMP5Day",Eian Clair
1410,Why is the rollout plan not part of the project management? Is it because it is determined before the project is started?,Kevin May,'-,Why is the rollout plan not part of the project management? Is it because it is determined before the project is started?,Kevin May
1410,Why is the rollout plan not part of the project management? Is it because it is determined before the project is started?,Kevin May,'-,live answered,Orlando Sequera
1411,"My agency's learning platform is not integrated with Percipio so how do I access the PMP, Seventh Edition , Practice Test?",DeShelia Hall,'-,"The CyberVista 7th Edition is only available in Percipio. In any case we recommend the following.

Title: TestPrep: Project Management Professional (PMP) 2021 Update Aligned
ID: pm_pmp21_a01_tp_enus",Carl Mullin
1412,Where do we find 3.2 and 2.1?,Lisa Steuwer,'-,Where do we find 3.2 and 2.1?,Lisa Steuwer
1412,Where do we find 3.2 and 2.1?,Lisa Steuwer,'-,"It refers to the Domain.Task in the ECO.

https://www.pmi.org/-/media/pmi/documents/public/pdf/certifications/pmp-examination-content-outline.pdf",Carl Mullin
1413,From employees that do not want to agile ?,Jeffrey Pace,'-,From employees that do not want to agile ?,Jeffrey Pace
1413,From employees that do not want to agile ?,Jeffrey Pace,'-,live answered,Orlando Sequera
1414,Where can one find the practice exam?,Drew Thomas,'-,Where can one find the practice exam?,Drew Thomas
1414,Where can one find the practice exam?,Drew Thomas,'-,"If you are a Percipio user, please follow these steps.

Step 1. Open a new browser tab and log into Percipio (link provided by your company)
Step 2. Select Library > Showcase > Skillsoft Bootcamps
Step 3. Choose Project Management Bootcamps
Step 4. Select the Project Management Professional (PMP) ATP Bootcamp: 5 Day Cohort channel
Step 5. Select the Practice tab and access the Skillsoft TestPrep: Project Management Professional (PMP) 2021 Update Aligned. Might be necessary to allow Pop Up Windows in order to use the Test Prep

For non-Percipio users try locating the TestPrep exam by searching your training site using the following title or ID.

Title: TestPrep: Project Management Professional (PMP) 2021 Update Aligned
ID: pm_pmp21_a01_tp_enus",Carl Mullin
1415,"Where can you find the BEST CO info? I don’t have a resource option, I’m viewing online.",MARCEDES JOSEPH,'-,"Where can you find the BEST CO info? I don’t have a resource option, I’m viewing online.",MARCEDES JOSEPH
1415,"Where can you find the BEST CO info? I don’t have a resource option, I’m viewing online.",MARCEDES JOSEPH,'-,"I'm not sure what you mean by CO information. You can access documents including the session slides and attendance tracker from GitHub.

https://github.com/Skillsoft-Content/PMP5Day

To get all resources from GitHub click Code, Download Zip, once downloaded you can extract the resources.",Carl Mullin
1416,Can anyone tell me who the training coordinator is for Accenture? My HR rep had no idea where to find or instruct others how to find Learner/Student Kits,Wendy Pacheco,'-,Can anyone tell me who the training coordinator is for Accenture? My HR rep had no idea where to find or instruct others how to find Learner/Student Kits,Wendy Pacheco
1416,Can anyone tell me who the training coordinator is for Accenture? My HR rep had no idea where to find or instruct others how to find Learner/Student Kits,Wendy Pacheco,'-,"I do not have that information. You can ask our Customer Support Team.

Non-Percipio Users

https://support.skillsoft.com/contact.asp

Or

Percipio Users

https://support.skillsoft.com/percipio/",Carl Mullin
1417,Is leadership change sometimes the only way to change work culture?,David He,'-,Is leadership change sometimes the only way to change work culture?,David He
1417,Is leadership change sometimes the only way to change work culture?,David He,'-,"while leadership change can be one way to change work culture, it's important to recognize that it's not always the only way, nor is it always the most effective way. Changing work culture requires a comprehensive and sustained effort from all levels of the organization.",Eian Clair
1418,Is Hybrid approach is the same as Matrix approach?,Zhanna Jackson,'-,Is Hybrid approach is the same as Matrix approach?,Zhanna Jackson
1418,Is Hybrid approach is the same as Matrix approach?,Zhanna Jackson,'-,Orlando addressed live,Carl Mullin
1419,Is Microsoft Project a good tool to use as a tracker?,Andres Torres,'-,Is Microsoft Project a good tool to use as a tracker?,Andres Torres
1419,Is Microsoft Project a good tool to use as a tracker?,Andres Torres,'-,It works fine for project management,Carl Mullin
1420,Are these slides available to view and follow along?,Kenneth Hobby,'-,Are these slides available to view and follow along?,Kenneth Hobby
1420,Are these slides available to view and follow along?,Kenneth Hobby,'-,"The Bootcamp resources have been uploaded to the Bootcamp Channel in Percipio. Please visit the Bootcamp Channel in Percipio and select the Resources drop-down to locate the course files. 
 
To locate the Bootcamp resources in Percipio, please follow these steps:
1. Log into Percipio
2. Select Library > Showcase > Skillsoft Bootcamps > Project Management Bootcamps
3. Select the Project Management Professional (PMP) ATP Bootcamp: 5 Day Cohort channel
4. On the Channel page, select 'Resources'
 
You may also download the course resources online at GitHub using the below URL. Once on the GitHub page, download the course files by selecting the ‘Code’ button and then ‘Download ZIP’. 
https://github.com/Skillsoft-Content/PMP5Day",Eian Clair
1421,The music is amazing,Matthew Cereola,'-,The music is amazing,Matthew Cereola
1422,"If I am participating in the course via Precipio, do I need to track my attendance manually?",Kylie Hulgan,'-,"If I am participating in the course via Precipio, do I need to track my attendance manually?",Kylie Hulgan
1422,"If I am participating in the course via Precipio, do I need to track my attendance manually?",Kylie Hulgan,'-,"The attendance tracker is the backup method of obtaining your certificate of completion for the bootcamp, so you should fill it out just in case you need to use it.",Eian Clair
1423,It is not working for me and I need to discuss with someone. Is there a helpdesk person available?,Tersha Currier,'-,It is not working for me and I need to discuss with someone. Is there a helpdesk person available?,Tersha Currier
1423,It is not working for me and I need to discuss with someone. Is there a helpdesk person available?,Tersha Currier,'-,Please indicate what is not working and your question in a single post.,Carl Mullin
1424,I downloaded the  ECO and the PMP handbook from resources. They are only a few pages long. I also see reading material to include the PMBOK 6th edition under read. What reading material can I reference for the material we are going over today. Thanks.,Andrea Gonzalez,'-,I downloaded the  ECO and the PMP handbook from resources. They are only a few pages long. I also see reading material to include the PMBOK 6th edition under read. What reading material can I reference for the material we are going over today. Thanks.,Andrea Gonzalez
1424,I downloaded the  ECO and the PMP handbook from resources. They are only a few pages long. I also see reading material to include the PMBOK 6th edition under read. What reading material can I reference for the material we are going over today. Thanks.,Andrea Gonzalez,'-,"The slide decks that you can access here.

https://github.com/Skillsoft-Content/PMP5Day/tree/main/Slide%20Decks",Carl Mullin
1425,Where did you get the playlist for the songs you play during break?,John Yoon,'-,Where did you get the playlist for the songs you play during break?,John Yoon
1426,whr shall I upload the attendance tracker on percipio ? I have marked my attandance but dont know how to upload it and whr ? ,Chaitanya Bhure,'-,whr shall I upload the attendance tracker on percipio ? I have marked my attandance but dont know how to upload it and whr ? ,Chaitanya Bhure
1426,whr shall I upload the attendance tracker on percipio ? I have marked my attandance but dont know how to upload it and whr ? ,Chaitanya Bhure,'-,"You don't. Please read pages 19, 20, 21 in the attendance tracker document. You can download the attendance tracker file ""PMP Bootcamp 5-Day and 8-Day Attendance Tracker and Certificate Request Process.docx"" from the following location by clicking the file and choosing Download.

https://github.com/Skillsoft-Content/PMP5Day/tree/main/5-Day%20Attendance%20and%20Certificates%20of%20Completion%20Info",Carl Mullin
1427,Is the learners kit something that is only required if you are taking this course through skill-port? I am not finding it on the PMI website.,Shannon Rice,'-,Is the learners kit something that is only required if you are taking this course through skill-port? I am not finding it on the PMI website.,Shannon Rice
1427,Is the learners kit something that is only required if you are taking this course through skill-port? I am not finding it on the PMI website.,Shannon Rice,'-,"All participants in Skillsoft’s ATP-authorized PMP Bootcamps who intend to sit for the PMP exam are required to have a PMP Learner Kit. This PMP Learner Kit is not required for participants who are attending the Bootcamp for reasons other than taking the exam, such as expanding their project management knowledge, or earning continuing education credit. 

Background: For an organization and their training to be authorized as an ATP as part of the application process, the learner kit is required. This is documented as part of the ATP agreement between Skillsoft and PMI. And so, all participants in Skillsoft’s ATP-authorized PMP Bootcamps who intend to sit for the PMP exam are required to have a PMP Learner Kit. This Learner Kit is not required for participants who are attending the Bootcamp for reasons other than taking the exam, such as expanding their project management knowledge, or earning continuing education credit.",Carl Mullin
1428,Regarding the Attendance Tracker: If I join at 10 am and leave at 18hrs (whole day training) it's only needed to fill one line on the table right?,Boris Ferrufino Salazar,'-,Regarding the Attendance Tracker: If I join at 10 am and leave at 18hrs (whole day training) it's only needed to fill one line on the table right?,Boris Ferrufino Salazar
1428,Regarding the Attendance Tracker: If I join at 10 am and leave at 18hrs (whole day training) it's only needed to fill one line on the table right?,Boris Ferrufino Salazar,'-,You got it!,Carl Mullin
1429,Medical and Construction has two different organizational structure,Jeffrey Pace,'-,Medical and Construction has two different organizational structure,Jeffrey Pace
1430,"To minimize disruption of the chat and as a curtesy to the other students who are not having issues, can someone please call me 202-386-0943 or email me tirtia@gmail. com. Please assist!",Tersha Currier,'-,"To minimize disruption of the chat and as a curtesy to the other students who are not having issues, can someone please call me 202-386-0943 or email me tirtia@gmail. com. Please assist!",Tersha Currier
1430,"To minimize disruption of the chat and as a curtesy to the other students who are not having issues, can someone please call me 202-386-0943 or email me tirtia@gmail. com. Please assist!",Tersha Currier,'-,Please email us at mentoring@skillsoft.com,Carl Mullin
1431,What if the organization is only set up to use the Agile methodology?  How can you use another method as PM if all employees are trained/versed in Agile (for example),Nina Santucci,'-,What if the organization is only set up to use the Agile methodology?  How can you use another method as PM if all employees are trained/versed in Agile (for example),Nina Santucci
1431,What if the organization is only set up to use the Agile methodology?  How can you use another method as PM if all employees are trained/versed in Agile (for example),Nina Santucci,'-,You would need to get by-in from your organization stakeholders and have them attend training to become familiar with other methodologies,Carl Mullin
1432,"Example: Two house same, company build the house, but different people build the house. They are not build the same way. ",Jeffrey Pace,'-,"Example: Two house same, company build the house, but different people build the house. They are not build the same way. ",Jeffrey Pace
1433,project management is solving a series of problems through critical thinking ,Charles Hill,'-,project management is solving a series of problems through critical thinking ,Charles Hill
1434,what is rollout plan? could you please provide details?,Zhanna Jackson,'-,what is rollout plan? could you please provide details?,Zhanna Jackson
1434,what is rollout plan? could you please provide details?,Zhanna Jackson,'-,It's a plan for rolling out the changes,Carl Mullin
1435,What does Organizational transformation requires?,Nivedita Sinha,'-,What does Organizational transformation requires?,Nivedita Sinha
1435,What does Organizational transformation requires?,Nivedita Sinha,'-,Slide 88 describes waht is required.,Carl Mullin
1436,Are there organizations that only use the Agile methology?,Matthew Cereola,'-,Are there organizations that only use the Agile methology?,Matthew Cereola
1436,Are there organizations that only use the Agile methology?,Matthew Cereola,'-,Organizations that develop software may only use Agile.,Carl Mullin
1437,"ADKAR is just one change management framework, among many.  Is this the only one tested/endoresed by PMI?",James Adam Prosser,'-,What you see covered in the training is what you need to know for the exam as it could be a part of a test question.,Carl Mullin
1438,Can a PM influence an org culture over time?,Orrett Lawrence,'-,Can a PM influence an org culture over time?,Orrett Lawrence
1438,Can a PM influence an org culture over time?,Orrett Lawrence,'-,Yes,Carl Mullin
1439,The PMP vocabulary files are interesting.  Are they available in audio only format?,Stephen Maddox,'-,The PMP vocabulary files are interesting.  Are they available in audio only format?,Stephen Maddox
1439,The PMP vocabulary files are interesting.  Are they available in audio only format?,Stephen Maddox,'-,"Checkout the .mp4 files here.

https://github.com/Skillsoft-Content/PMP5Day/tree/main/Vocabulary",Carl Mullin
1440,Attendance tracker is not available for download.  ,VIJAYALAKSHMI Sathyanarayanan,'-,Attendance tracker is not available for download.  ,VIJAYALAKSHMI Sathyanarayanan
1440,Attendance tracker is not available for download.  ,VIJAYALAKSHMI Sathyanarayanan,'-,"The Bootcamp resources have been uploaded to the Bootcamp Channel in Percipio. Please visit the Bootcamp Channel in Percipio and select the Resources drop-down to locate the course files. 
 
To locate the Bootcamp resources in Percipio, please follow these steps:
1. Log into Percipio
2. Select Library > Showcase > Skillsoft Bootcamps > Project Management Bootcamps
3. Select the Project Management Professional (PMP) ATP Bootcamp: 5 Day Cohort channel
4. On the Channel page, select 'Resources'
 
You may also download the course resources online at GitHub using the below URL. Once on the GitHub page, download the course files by selecting the ‘Code’ button and then ‘Download ZIP’. 
https://github.com/Skillsoft-Content/PMP5Day

If you have difficulties with the above two methods of access, try the sharepoint link below. These are all of the available methods of obtaining the tracker.

https://skillsoft.sharepoint.com/:f:/s/LiveBootcamp/ErLC56zoyExNvrM2WJZ0rYwBQfEdOm0Np2JIYgIMlBSKOw",Eian Clair
1441,"Oversight... time, cost, quality, scope, benefits, risk.  Fixing and flexing...?",Jonathan Nicholls,'-,"Oversight... time, cost, quality, scope, benefits, risk.  Fixing and flexing...?",Jonathan Nicholls
1441,"Oversight... time, cost, quality, scope, benefits, risk.  Fixing and flexing...?",Jonathan Nicholls,'-,Not sure what your question is here.,Carl Mullin
1442,Where is the Exam Content Outline located?,Kenyatto Mayes,'-,Where is the Exam Content Outline located?,Kenyatto Mayes
1442,Where is the Exam Content Outline located?,Kenyatto Mayes,'-,"It's available here.

https://github.com/Skillsoft-Content/PMP5Day/tree/main/Documents%20(Syllabus%2C%20Exam%20Content%20Outline%2C%20etc.)

And here.

https://www.pmi.org/-/media/pmi/documents/public/pdf/certifications/pmp-examination-content-outline.pdf",Carl Mullin
1443,If Percipio drops and I have to join the training again should I track those drops on the attendance tracker even if I join back in right away?,Austin Miles,'-,If Percipio drops and I have to join the training again should I track those drops on the attendance tracker even if I join back in right away?,Austin Miles
1443,If Percipio drops and I have to join the training again should I track those drops on the attendance tracker even if I join back in right away?,Austin Miles,'-,"It's worth noting there were some minor connection issues, just in case you have to submit your tracker to obtain your certificate of completion. This way, everything will be accounted for and this will ensure your certificate is generated without delays.",Eian Clair
1444,Im on Percipio. Where is it located in Percipio?,Kenyatto Mayes,'-,Im on Percipio. Where is it located in Percipio?,Kenyatto Mayes
1444,Im on Percipio. Where is it located in Percipio?,Kenyatto Mayes,'-,"To locate the Bootcamp resources in Percipio, please follow these steps:
1. Log into Percipio
2. Select Library > Showcase > Skillsoft Bootcamps > Project Management Bootcamps
3. Select the Project Management Professional (PMP) ATP Bootcamp: 5 Day Cohort channel
4. On the Channel page, select 'Resources'
5. Select ""PMP Bootcamp 5-Day and 8-Day Attendance Tracker and Certificate Request Process""",Eian Clair
1445,"Project Governance with a single point of accountability...doesnt necessarily mean a ""human"" correct?  Could it be automated or process...with human monitoring?",John Williams,'-,"Project Governance with a single point of accountability...doesnt necessarily mean a ""human"" correct?  Could it be automated or process...with human monitoring?",John Williams
1445,"Project Governance with a single point of accountability...doesnt necessarily mean a ""human"" correct?  Could it be automated or process...with human monitoring?",John Williams,'-,live answered,Orlando Sequera
1446,what if many Governance componence are not documented or clearly defined at your org? how do we move forward?,Alana Rezanovich,'-,what if many Governance componence are not documented or clearly defined at your org? how do we move forward?,Alana Rezanovich
1446,what if many Governance componence are not documented or clearly defined at your org? how do we move forward?,Alana Rezanovich,'-,Look to your senior management for assistance.,Carl Mullin
1447,Where do we find the project governance? Do we compile this information ourselves or is it something that would be provided?,Emily Leyland,'-,Where do we find the project governance? Do we compile this information ourselves or is it something that would be provided?,Emily Leyland
1447,Where do we find the project governance? Do we compile this information ourselves or is it something that would be provided?,Emily Leyland,'-,Orlando is covering now.,Carl Mullin
1448,Same as CCB sounds like...,Latienda Williams,'-,Simmilar although CCB is for handling changes.,Carl Mullin
1449,is the steering committe higher than the project managmeent office? whats their difference in giving PMs guidance?,Chris Yoo,'-,live answered,Orlando Sequera
1450,"Governance being above the PM's authority, can you suggest how you would go about understanding the indicators that will keep you on track with the governance parameters?",Jonathan Nicholls,'-,"Governance being above the PM's authority, can you suggest how you would go about understanding the indicators that will keep you on track with the governance parameters?",Jonathan Nicholls
1450,"Governance being above the PM's authority, can you suggest how you would go about understanding the indicators that will keep you on track with the governance parameters?",Jonathan Nicholls,'-,live answered,Orlando Sequera
1451,Are Riskseef?,Giuseppe Di Nuccio,'-,Are Riskseef?,Giuseppe Di Nuccio
1452,Are Risks eef?,Giuseppe Di Nuccio,'-,Are Risks eef?,Giuseppe Di Nuccio
1452,Are Risks eef?,Giuseppe Di Nuccio,'-,They are two different things.,Carl Mullin
1453,"On the ECO Coverage slides what is the number i.e. 3.2 or (3.2.1) referencing to?  The ECO has three domain which these numbers don't seem to have any direct relation to, how is this mapped to the material we need to study?",Vernon Hurston,'-,"On the ECO Coverage slides what is the number i.e. 3.2 or (3.2.1) referencing to?  The ECO has three domain which these numbers don't seem to have any direct relation to, how is this mapped to the material we need to study?",Vernon Hurston
1453,"On the ECO Coverage slides what is the number i.e. 3.2 or (3.2.1) referencing to?  The ECO has three domain which these numbers don't seem to have any direct relation to, how is this mapped to the material we need to study?",Vernon Hurston,'-,3 represents the third domain (Business Environment). 2 represents Task 2. The slide that references the ECOs are referring to the content that was just covered.,Carl Mullin
1454,"If we have a Change Management Policy and a Project Management Policy in the company, do both govern and apply to project Governance?",Mohammed Mukhtar,'-,"If we have a Change Management Policy and a Project Management Policy in the company, do both govern and apply to project Governance?",Mohammed Mukhtar
1454,"If we have a Change Management Policy and a Project Management Policy in the company, do both govern and apply to project Governance?",Mohammed Mukhtar,'-,live answered,Orlando Sequera
1455,"Shouldn’t the Responsible Stakeholders fall outside the tolerance, since the Project Team is responsible for everything inside the tolerance area?",Chris Athanas,'-,There are team members thatare responsible for the project work. These team members are considered to be stakeholders. So you can call them responsible stakeholders.,Carl Mullin
1456,When will the recordings for each day/session be available to review and listen to again?,Ron Hendrix,'-,When will the recordings for each day/session be available to review and listen to again?,Ron Hendrix
1456,When will the recordings for each day/session be available to review and listen to again?,Ron Hendrix,'-,"You can access a replay online for a previous session 24 to 48 hours after the session ends by following these steps.

Step 1. Go to: https://github.com/Skillsoft-Content/PMPReplay 
Step 2. Click on the PMP Replay Zoom Links file for the year you attended the Bootcamp. And then click the Download option. 
Step 3. When the file opens, and you are prompted enter the following password. Those are zero's not the letter O. The password is case sensitive. pmpB00tcampReplay! 
Step 4. Locate the worksheet that corresponds with the Cohort you attended and use the provided link and password for the replay.

Please note Replays will be available for 1 year and they are not available for download.",Carl Mullin
1457,"COBIT, NIST, and PCI DSS frameworks apply to project governance?",Mohammed Mukhtar,'-,"COBIT, NIST, and PCI DSS frameworks apply to project governance?",Mohammed Mukhtar
1457,"COBIT, NIST, and PCI DSS frameworks apply to project governance?",Mohammed Mukhtar,'-,The framework used is determined by the organization.,Carl Mullin
1458,"Last question. Since I will be taking the exam, do I need to obtain the learners kit now, or can I get it after the completion of this bootcamp?",Shannon Rice,'-,"Last question. Since I will be taking the exam, do I need to obtain the learners kit now, or can I get it after the completion of this bootcamp?",Shannon Rice
1458,"Last question. Since I will be taking the exam, do I need to obtain the learners kit now, or can I get it after the completion of this bootcamp?",Shannon Rice,'-,You have to have it prior to submitting your PMP application.,Carl Mullin
1459,"Okay Carl, that info on mapping helps, now is there something that maps to the specific PMBOK area to be study?",Vernon Hurston,'-,"Okay Carl, that info on mapping helps, now is there something that maps to the specific PMBOK area to be study?",Vernon Hurston
1459,"Okay Carl, that info on mapping helps, now is there something that maps to the specific PMBOK area to be study?",Vernon Hurston,'-,"No, the only mapping is the slides to the ECO. However, when you see certain concepts presented on the slides you can look up many of them in the PMBOK Guide 6th Edition, 7th Edition, and Agile Practice Guide.",Carl Mullin
1460,"i understand kill point, but what is the definition of ""governance gate"" and ""tollgate""",Charles Cornell,'-,"i understand kill point, but what is the definition of ""governance gate"" and ""tollgate""",Charles Cornell
1460,"i understand kill point, but what is the definition of ""governance gate"" and ""tollgate""",Charles Cornell,'-,live answered,Orlando Sequera
1461,Is a timing of a tollgate predefined during the planning of the project?,Sarah Chung,'-,live answered,Orlando Sequera
1462,In either predictive or adaptive can we have phases or releases running concurrently for the same project. I.E multiple lines of work for a contact center client launching or would that be considered multiple projects.,King# Robert,'-,live answered,Orlando Sequera
1463,"Okay, thanks.",Vernon Hurston,'-,"Okay, thanks.",Vernon Hurston
1464,did I miss the meaning of MVP?,DOBBS# Jennifer Christine Fajardo,'-,MVP = minimum vialble product,Eian Clair
1465,MVP = minimum vialble product,Mary Wheeler,'-,MVP = minimum vialble product,Mary Wheeler
1466,Do we renegotiate the terms of contracts at each phase gate?,Dwight Saunders,'-,Do we renegotiate the terms of contracts at each phase gate?,Dwight Saunders
1466,Do we renegotiate the terms of contracts at each phase gate?,Dwight Saunders,'-,live answered,Orlando Sequera
1467,Phase gate is Agile process?,Pankaj Sharma,'-,Phase gate is Agile process?,Pankaj Sharma
1467,Phase gate is Agile process?,Pankaj Sharma,'-,Phase gate is used in predictive projects. In an Agile project the results are reviewed during iterations.,Carl Mullin
1468,How is this sequential phase different from Agile?,Essie Komla,'-,How is this sequential phase different from Agile?,Essie Komla
1468,How is this sequential phase different from Agile?,Essie Komla,'-,Agile is iterative and incremental and uses short time frames for each iteration (2 to 4 weeks typically),Carl Mullin
1469,my computer forced a reboot did i make it back in time?,Jean Green,'-,my computer forced a reboot did i make it back in time?,Jean Green
1469,my computer forced a reboot did i make it back in time?,Jean Green,'-,"Here are the attendance requirements for the 5-Day Bootcamp  – If you are unable to attend all the live sessions for whatever reason, you must attend at least 4 of the 5 live sessions and make up the missed session by watching the recording. A session is considered to be a missed session if you miss more than 15 mins (being logged out) of a session. If you miss more than 1 session, you would have to make up any additional sessions beyond the one by attending live in the next run for the 5-Day Bootcamp. You can't mix sessions between the 5-Day and 8-Day Bootcamp to get the 35 hours.

Be sure to track the time you were forced out and rejoined in your attendance tracker file",Carl Mullin
1470,are the recordings going to be available directly after the session?,David Miranda,'-,are the recordings going to be available directly after the session?,David Miranda
1470,are the recordings going to be available directly after the session?,David Miranda,'-,"Yes, although it may take some time for the uploading to complete and for the link to generate. 

Below is a link which can be used to access the session recordings for PMP ATP Bootcamp. Once on the GitHub page, download the excel by selecting the ‘Code’ button and then ‘Download ZIP’. 

In .zip folder you will find an Excel document which contains several worksheets, one for each Bootcamp cohort. The links and password to the recordings will be available in the worksheet. 

Links are updated on a daily basis, so revisit the link to download the updated Excel.
 
https://github.com/Skillsoft-Content/PMPReplay 

Password: pmpB00tcampReplay!",Eian Clair
1471,Kill Point is when the phase if over and the phase dosnt march the governance,Sangeeta Tripathi,'-,Kill Point is when the phase if over and the phase dosnt march the governance,Sangeeta Tripathi
1472,"IN the Mastery Builder Questions of the Learner Kit, the answer to this question is False. That seems contradictory to what was just said here. Which is correct, the presentation or the Mastery questions?",Angie Staton,'-,"IN the Mastery Builder Questions of the Learner Kit, the answer to this question is False. That seems contradictory to what was just said here. Which is correct, the presentation or the Mastery questions?",Angie Staton
1472,"IN the Mastery Builder Questions of the Learner Kit, the answer to this question is False. That seems contradictory to what was just said here. Which is correct, the presentation or the Mastery questions?",Angie Staton,'-,live answered,Orlando Sequera
1473,"can u give an example to overlapping relationships, where Ph3 duration is as long as Ph2?",onur Demirtas,'-,live answered,Orlando Sequera
1474,"Is the following statement true or false?
In a predictive project, phase-to-phase relations can be sequential,
where a phase can start prior to the end of another phase, or
overlapping, where consecutive phases start when the previous phase is
finished.
True
False",Angie Staton,'-,"Is the following statement true or false?
In a predictive project, phase-to-phase relations can be sequential,
where a phase can start prior to the end of another phase, or
overlapping, where consecutive phases start when the previous phase is
finished.
True
False",Angie Staton
1474,"Is the following statement true or false?
In a predictive project, phase-to-phase relations can be sequential,
where a phase can start prior to the end of another phase, or
overlapping, where consecutive phases start when the previous phase is
finished.
True
False",Angie Staton,'-,live answered,Orlando Sequera
1475,where will I find a recording of this session pl ? ,Chaitanya Bhure,'-,where will I find a recording of this session pl ? ,Chaitanya Bhure
1475,where will I find a recording of this session pl ? ,Chaitanya Bhure,'-,"Below is a link which can be used to access the session recordings for PMP ATP Bootcamp. Once on the GitHub page, download the excel by selecting the ‘Code’ button and then ‘Download ZIP’. 

In .zip folder you will find an Excel document which contains several worksheets, one for each Bootcamp cohort. The links and password to the recordings will be available in the worksheet. 

Links are updated on a daily basis, so revisit the link to download the updated Excel.
 
https://github.com/Skillsoft-Content/PMPReplay 

Password: pmpB00tcampReplay!",Eian Clair
1476,will governance components define whether a phase must be done sequential or if it could be overlapping - or is that something the Project Manager should have authority to determine?,Rhonda Jacobs,'-,will governance components define whether a phase must be done sequential or if it could be overlapping - or is that something the Project Manager should have authority to determine?,Rhonda Jacobs
1476,will governance components define whether a phase must be done sequential or if it could be overlapping - or is that something the Project Manager should have authority to determine?,Rhonda Jacobs,'-,live answered,Orlando Sequera
1477,"Re my oversight question, I was trying to understand what the measure was for governance... from your explanation, I was able to see the key component is what authority do you have.",Jonathan Nicholls,'-,"Re my oversight question, I was trying to understand what the measure was for governance... from your explanation, I was able to see the key component is what authority do you have.",Jonathan Nicholls
1478,For the attendance tracker - do we need to capture breaks?  Or can we simply enter one line per day?,Abigail Motley,'-,For the attendance tracker - do we need to capture breaks?  Or can we simply enter one line per day?,Abigail Motley
1478,For the attendance tracker - do we need to capture breaks?  Or can we simply enter one line per day?,Abigail Motley,'-,Your breaks are automatically included in your time since you are supposed to stay logged in during breaks. Ideally if there were no issues you would have one entry in your table. When you joined and when you left.,Carl Mullin
1479,in session sometimes automatically logoff but I have not noted time,Gouri Shankar Behera,'-,in session sometimes automatically logoff but I have not noted time,Gouri Shankar Behera
1480,where to get time of logoff,Gouri Shankar Behera,'-,where to get time of logoff,Gouri Shankar Behera
1480,where to get time of logoff,Gouri Shankar Behera,'-,"You have to be following along and as soon as you notice you are logged off, check your computer's time.",Carl Mullin
1481,can we take the Practice Exam provided multiple times? And do we have to do it a single sitting or is there an option to save progress and come back to it? ,Charles Cornell,'-,can we take the Practice Exam provided multiple times? And do we have to do it a single sitting or is there an option to save progress and come back to it? ,Charles Cornell
1481,can we take the Practice Exam provided multiple times? And do we have to do it a single sitting or is there an option to save progress and come back to it? ,Charles Cornell,'-,"you can take the TestPrep (practice exam) as many times as you wish. The default mode must be completed in a single sitting, but I believe custom quiz allows you the option to save progress (as well to enable answer explanations).",Eian Clair
1482,"not sure if this has been answered , If u need dropping off the course due to connection issues but the max time is been 5 min during the 1 hr break  is that fine",Ashwin Alphonso,'-,"not sure if this has been answered , If u need dropping off the course due to connection issues but the max time is been 5 min during the 1 hr break  is that fine",Ashwin Alphonso
1482,"not sure if this has been answered , If u need dropping off the course due to connection issues but the max time is been 5 min during the 1 hr break  is that fine",Ashwin Alphonso,'-,should be fine.,Eian Clair
1483,Thank you,Chaun Aisha Frost (DHS),'-,Thank you,Chaun Aisha Frost (DHS)
